class_id,title,description
2,Sox stun Yankees,"It is not a World Series championship, but for Boston Red Sox fans who watched their team bring history to its knees, it must feel even better."
1,Burundi Army Says Might Enter Congo After Massacre (Reuters),Reuters - The Burundian army said on Tuesday it\might cross into neighboring Congo to pursue rebels and militia\it blames for massacring 160 Congolese Tutsi refugees at a camp\in western Burundi.
4,Ultra-Tiny Transistors Won't Be Key to New PC Performance Gains,Chips have become so tiny that atomic-level defects cause serious problems.
1,Budget Flap Imperils Sharon's Gaza Pullout Plan (Reuters),"Reuters - Prime Minister Ariel Sharon faced\threats on Thursday from inside and outside his already shaky\coalition that could bring down the Israeli government, force\early elections and delay his Gaza withdrawal plan."
2,Justin Gatlin Wins 100 at Japan Meet (AP),AP - Justin Gatlin followed his Olympic victory by capturing the 100 meters Thursday at the Yokohama Super Track and Field meet while former world-record holder Maurice Greene finished fifth.
2,CORKY: \$500K job and no one checked his rap sheet?,Front office management - make that mismanagement - of the Arizona Diamondbacks has now provided for the franchise and its adoring public the fourth trail boss since the 2004 season began.
3,Mitsubishi Motors hit by first half loss,"Scandal-hit Mitsubishi Motors of Japan has reported a group net loss of \$A1.824 billion in the first half of the 2004 business year, compared with a loss of \$A1 billion a year earlier."
4,Killer hamster ices owner,"A Japanese man died after a bite from his pet hamster caused anaphylactic shock, Mainichi Shimbun reports. Ther nameless forty-something succumbed after repeated bites from the animal sensitised his immune "
2,COLLEGE BASKETBALL ROUNDUP Santa Clara Knocks Off No. 4 North &lt;b&gt;...&lt;/b&gt;,"Travis Niesen scored 26 points and Kyle Bailey made three second-half 3-pointers to help Santa Clara spoil No. 4 North Carolina #39;s season opener, 77-66, last night in the Pete Newell Challenge in Oakland, Calif."
4,Mozilla Firefox 1.0 Ready For Primetime,"Mozilla Firefox 1.0 Ready For Primetime\\After years of reinventing the wheel with the Mozilla browser, Mozilla seems to have struck a gold stake into the heart of Microsoft with Firefox. As popular as Mozilla's open source browsers have been in the tech world, that niche popularity was a whisper to ..."
1,Italy Detects Latest Case of Mad Cow (AP),"AP - A cow in southern Italy has tested positive for mad cow disease, raising to 124 the number of cases detected in the country since testing began in 2001, the Health Ministry said Monday."
2,Olympians back on track,"The 35th running of today #39;s New York City Marathon will test Meb Keflezighi, Paula Radcliffe, Deena Kastor and several other 2004 Olympians."
4,Fast Forward Live,"Fast Forward columnist Rob Pegoraro will be online to discuss recent reviews, including Portable Media Centers and Apple's iMac G5. He'll also answer your personal tech questions."
3,McDonald #39;s cites new menu items as it reports Aug. sales gains,"New menu items helped lift McDonald #39;s to a 16th consecutive increase in monthly comparable sales, the fast-food giant said Wednesday, and more sandwiches are on the way."
2,Peaceful Olympics closes with 102 US medals,"ATHENS, Greece - Under a well-timed full moon to conclude a near-cloudless three weeks, the 2004 Summer Olympics came to an end Sunday night with music, dancing and the last of nearly 1,000 medals."
2,Southampton look to Houllier after Sturrock is shown the door,"Southampton are planning to appoint a director of football to work alongside the new head coach, Steve Wigley, after the abrupt sacking of Paul Sturrock yesterday."
3,Humana #39;s Quarterly Earnings Rise,Health insurer Humana Inc. posted a rise in quarterly profit on Monday as the company #39;s Medicare business gained and it kept health premiums ahead of soaring underlying medical costs.
3,Singapore Changi Airport testing biometrics-based system,The world #39;s first fully automated check-in and immigration clearance system that uses biometric recognition technology has been on trial at Singapore Changi Airport since Nov. 1.
2,Boston Expects Millions at Red Sox Parade (AP),"AP - Because so many members of Red Sox Nation are expected in Boston on Saturday to celebrate the team's World Series triumph, the victory parade won't be making any stops and won't culminate with a staged rally, either."
3,Merger to spur retail change,"OK, maybe the merger of Kmart and Sears doesn #39;t exactly put them in the realm of Wally World, but the \$11 billion deal is nonetheless impressive."
1,UN transfers war crimes case to Serbian court: Del Ponte (AFP),AFP - Chief UN war crimes prosecutor Carla Del Ponte said that the UN court investigating atrocities in the former Yugoslavia had transferred a case to Serbian prosecutors for the first time.
2,"Fairy Tale or Not, Knicks Call Malone","Isiah Thomas, the team president, made a call Wednesday to the agent for Karl Malone, the disillusioned former Lakers forward."
1,US Promotes Mideast Reform Amid Arab Skepticism,"Arab, Muslim and Western nations gather in Morocco on Saturday in an effort to promote economic and political reform in the Middle East that is widely seen within the region as US meddling."
4,Digital gear: Biometrics ease password security,"Fingerprints may soon replace passwords to log on to computers and Web sites, thanks to gadgets like Microsoft's Fingerprint Reader and Lexar Media's JumpDrive TouchGuard Pro. For those with cash on hand, Rollei's throwback MiniDigi digital camera could be a collector's delight, but Sony Electronics' Cyber-shot L1 is a better investment for performance and features. And CD labeling just became easy with Primera Technology's Signature Z1 CD/DVD."
1,Agreement among Ukraine's political foes hits snag over presidential powers (Canadian Press),"Canadian Press - KYIV, Ukraine (AP) - A tentative deal to ease Ukraine's political crisis foundered Tuesday over the opposition's refusal to endorse constitutional changes and outgoing President Leonid Kuchma's rejection of the call to fire his prime minister."
2,Barca remain confident despite first league defeat,Barcelona coach Frank Rijkaard is confident his team #39;s spirit will be unaffected by their first league defeat of the season as they prepare for this weekend #39;s clash against arch-rivals Real Madrid.
1,Match faith with deeds: Kerry turns the Scriptures on Bush (AFP),"AFP - Prodded by political logic, Democratic White House hope John Kerry is shedding an inbred reluctance to showcase his faith, and using scripture to malign President George W. Bush, a born-again Methodist."
1,Cricket: S Africa make solid start,Jacques Kallis hits 81 not out as South Africa reach 247-4 after day one of the third Test against England.
2,"Pudge, Guillen injured in loss","Playing the Minnesota Twins can be a painful process. On Saturday night, however, it literally was for the Tigers. Not only did they lose the game, 3-2, but two star players as well."
3,"Microsoft Unveils Its Internet Search Engine, Quietly",Microsoft rolled out its long-planned response to Google and Yahoo in the Internet search industry on Wednesday.
4,Soyuz capsule carrying US-Russian crew from space station lands in &lt;b&gt;...&lt;/b&gt;,A Russian Soyuz capsule carrying a US-Russian crew back to Earth following six months at the international space station hurtled through the Earth #39;s atmosphere and landed in Kazakhstan Saturday evening.
4,Interior Will Delay Some Energy Projects (AP),AP - The Interior Department said Monday it will begin delaying some new oil and gas drilling projects until the effects on wildlife are studied more thoroughly.
3,IMF report  #39;not all good news #39;,LABOR has accused the Federal Government of engaging in reckless spending which could push up interest rates. The claim came as the International Monetary Fund (IMF) gave the Government and the Reserve Bank a glowing report card.
3,Miller puts UAW label in beer ad,Miller Brewing Co. is telling United Auto Workers members to think union when they have a beer. The UAW endorses the pitch for the union-made beer.
4,NTT DoCoMo profits fall on stiff cellphone competition (AFP),AFP - Japan's top mobile phone operator NTT DoCoMo said its interim sales and profits fell due to stiff competition but forecast higher profitability in the full year.
2,Halama Agrees to Deal With Red Sox (AP),AP - John Halama and the Boston Red Sox finalized a one-year contract Wednesday.
1,Iraqis Blame U.S. for Massacre of Children,"BAGHDAD, Iraq - Families of the 35 children who died in a string of bombings in Baghdad blamed American troops for the tragedy, accusing them of attracting insurgents to a ceremony where the attacks occurred.    By Friday, tents had sprung up in the el-Amel neighborhood in Baghdad to accommodate mourners who gathered to share their grief from the Thursday attack..."
3,INTERVIEW: Australia #39;s Foster #39;s Taps Russian Beer Market,"MELBOURNE (Dow Jones)--Aiming to make Foster #39;s Lager the world #39;s third best-selling international beer by 2009, Australian drinks company Foster #39;s Group Ltd."
1,Fierce gunfire erupts in Najaf after mortar fire,"NAJAF: A fierce gunbattle erupted between US troops and radical Shi #39;ite militants near Najaf #39;s holy shrine this morning, a Reuters witness said."
4,Scientists to Map Known Universe (AP),"AP - The radio telescope at Puerto Rico's Arecibo Observatory will begin mapping the known galaxy on Friday, scientists said."
1,Afghans Say Kill Senior Taliban Commander," KANDAHAR, Afghanistan (Reuters) - A senior commander from  Afghanistan's Taliban militia previously held at a U.S. base in  Guantanamo Bay was killed by Afghan forces in the central  province of Uruzgan, a senior official said on Sunday."
3,Ambanis set up talks,"Nov. 21: A family meeting of the Ambanis is likely to take place tomorrow within hours of Mukesh Ambanis return from the US. In a TV interview aired a few days ago, Mukesh had said there were ownership issues within the family."
4,BearingPoint wins \$229M DHS contract,"SEPTEMBER 24, 2004 (COMPUTERWORLD) - The US Department of Homeland Security this week awarded BearingPoint Inc. a \$229 million IT contract to help consolidate and manage the agency #39;s vast financial resources and assets."
2,Bush Wants Baseball to Work Out Steroids Problem (Reuters),"Reuters - President Bush wants Major League\Baseball management and players to come up with a tough\steroids testing program on their own and believes progress is\being made, his spokesman said on Wednesday."
4,PeopleSoft keeps up the fight,"In the shadow of Oracle, PeopleSoft boss Craig Conway seeks to sooth customers during convention keynote."
1,Straw justifies Mugabe handshake,Jack Straw defends his handshake with Zimbabwe's much criticised President Robert Mugabe.
2,NCAA Wins Right to Limit Tournaments (AP),AP - Sports promoters failed to overturn an NCAA rule limiting tournament appearances involving Division I basketball teams when an appeals court rejected their antitrust suit Monday.
4,Janet Jackson still holds TiVo title,"Sure, the device can record movies and anything else broadcast on TV. But apparently sex is what pushes the rewind button the most."
4,Beon Media #39;s GalleryPlayer a no-show,"Just two weeks ago, Beon Media founder Scott Lipsky was touting a partnership with Microsoft that he said would help the 27-person company distribute famous photographs, artwork and other digital images to thousands of computers and flat screen televisions "
2,United boss praises Rooney debut,Manchester United boss Sir Alex Ferguson has said that Wayne Rooney #39;s first game for the club was as good as any debut he has ever seen.
4,Hollywood launches legal assault on illegal movie downloaders,"LOS ANGELES, Nov 4 (AFP) - Hollywood studios on Thursday launched a major new legal onslaught against online film piracy, announcing that they are suing people who illegally download movies from the Internet."
1,"Manmohan, Musharraf to address joint press conference:","World News New York, Sep 24 : Indian Prime Minister Manmohan Singh is to address a joint press conference with Pakistani President Pervez Musharraf after their meeting Friday, officials said."
3,EXEC IS FIGHTING TO KEEP MANSION,"October 22, 2004 -- Stephen C. Hilbert, founder and former CEO of life insurer Conseco Inc., said he plans to appeal a ruling that allows the company to foreclose on his mansion."
2,Crew edge shorthanded Earthquakes,"Two in a row was just too much for the Earthquakes, without the likes of forwards Brian Ching, Landon Donovan, Dwayne De Rosario and goalkeeper Pat Onstad."
1,Law lords back terror detainees,"Detaining foreigners without trial under emergency anti-terror laws breaks European human rights laws, law lords ruled today. The decision from nine of the law lords, who make up Britain #39;s highest court, throws "
3,"Palm school signs \$500,000 contract with Coke, continuing trend of &lt;b&gt;...&lt;/b&gt;","It #39;s the real thing: \$500,000 for William T. Dwyer High School during the next seven years. Administrators just finished negotiating a new contract with Coca-Cola, which will have exclusive "
3,Tyco Unit Signs Contract With UK Military,Tyco International Ltd. #39;s fire and security unit on Wednesday said it signed a \$70 million contract with the British Ministry of Defense to supply respiratory protection equipment.
2,"Giants: Without Moss, Vikings get trampled","MINNEAPOLIS With big-play wide receiver Randy Moss on the sideline in street clothes with a strained hamstring, the rest of the Minnesota Vikings were suffering from amnesia."
2,Knight slams NCAA in Washington,"Texas Tech men #39;s coach Bob Knight was the guest speaker Monday at the National Press Club, offering his opinions on basketball topics and downplaying any ambitions to make the jump to politics from the world of sports."
1,Rumsfeld appeals for NATO help in Iraq,US Defence Secretary Donald Rumsfeld says Iraqi security forces need equipment as well as training and anything NATO allies can do to support them will be helpful.
4,IBM Launches Power5 Linux Server (NewsFactor),"NewsFactor - Seeking an edge in the entry-level computing system space, \IBM (NYSE: IBM) has unveiled a Linux-based \server using the company's Power5 processors. The OpenPower 720 product is being touted as an alternative to basic Unix systems from \HP (NYSE: HPQ) and Sun."
4,AT T: Reach Out and Pitch Someone,"The giant long-distance phone company is in an increasingly nasty feud with its competitors over fees paid on long-distance calls made with prepaid calling cards.&lt;br&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-Cindy Skrzycki&lt;/b&gt;&lt;/font&gt;"
1,Japan #39;s Koizumi to Reshuffle Cabinet on Monday (Update1),"Japan #39;s Prime Minister Junichiro Koizumi will reshuffle his Cabinet and pick key officials for the country #39;s ruling Liberal Democratic Party on Monday, said Shinzo Abe, secretary general of the party."
2,Agassi overcomes Goldstein in Washington opener,"NEW YORK, Aug 17 (Reuters) - Number-one seed Andre Agassi survived a surprisingly tough first set test before he eventually coasted to a 6-4 6-2 win over Paul Goldstein at the Washington Classic on Tuesday. "
2,Cup hero Monty misses cut at The Heritage,"Ryder Cup hero Colin Montgomerie came down to earth with a bump on Friday when he missed the cut at The Heritage. There was better news, however, for forgotten "
3,"17,000 Enron pension holders to get paid in full","Nearly 17,000 Enron pension plan holders will see their benefits paid, thanks to pressure from the federal government #39;s Pension Benefit Guaranty Corporation."
3,Fisher  amp; Paykel buys US company,"New Zealand #39;s biggest appliance maker Fisher and Paykel Appliances said today it acquired United States manufacturer and distributor of premium cooking appliances, Dynamic Cooking Systems."
3,"Lowe's Net Trails Views, But Shares Rise"," ATLANTA (Reuters) - Lowe's Cos. &lt;LOW.N&gt;, the No. 2 home  improvement retailer behind Home Depot Inc., on Monday reported  an 18 percent increase in second-quarter profit, but results  trailed estimates as sales weakened in June."
3,Banking on Christopher   Banks?,Management keeps growing and buying back shares even as the retailer struggles.
2,Comeback part of Braves #39; makeup,"The Atlanta Braves don #39;t have the dominating pitching or explosive hitting of previous years, but they do have a penchant for scratching out wins, as they did Sunday, beating "
1,Anti-Bush Protesters Battle Police at Chile Summit,Hooded anti-American marchers protesting an Asia-Pacific summit in Chile Friday hurled Molotov cocktails and stones at police who retaliated with water cannons and tear gas.
3,Las Vegas Ads' Winning Streak," Inspiration is an unruly beast. One day in late 2002, advertising copywriter Jason Hoff and his writing partner Jeff Candido were noodling with some concepts for a new tourism-promotion campaign for their client, the Las Vegas Convention and Visitors Authority. There was, decidedly, not much inspiration."
2,Tom Lehman and Briny Baird tied for lead; Stephen Ames four &lt;b&gt;...&lt;/b&gt;,"LAKE BUENA VISTA, Fla. (CP) - Tom Lehman and Briny Baird are tied for the lead, and Stephen Ames of Calgary is only four shots behind going into the final round of the Funai Classic golf tournament."
1,"Russia Mourns Hostage Killings, Questions Mount for Putin"," BESLAN, Russia (Reuters) - Flags flew at half-mast across  Russia on Monday at the start of national mourning for 338  people killed when Chechen rebels seized a school, while  questions mounted over President Vladimir Putin's policies."
4,Extortionists hit US credit card firm,A US credit card processing firm has been hit by intermittend and large-scale distributed denial-of-service attacks that have disrupted services.
3,Fonterra does not rule out higher offer for National Foods,Fonterra Cooperative Group Ltd says it does not want to limit its options on the price it has offered for Australia #39;s National Foods Ltd.
4,SD in the cards for Nokia,"&lt;a href=""http://news.com.com/NokiajoinsSecureDigitalindustrygroup/2100-1039_3-5365922.html""&gt;Nokia joins Secure Digital industry group&lt;/a&gt; &lt;font size=-1 color=#6f6f6f&gt;&lt;nobr&gt;CNET News.com&lt;/nobr&gt;"
4,Microsoft Is No Threat To Google -- Yet,"In the past decade, searching the Web has grown from an academic experiment to a multibillion-dollar business. Microsoft has not been a player, being content to outsource its MSN Search service to rival Yahoo!"
4,Cisco Systems Earnings Rise 29 Percent (Reuters),"Reuters - Cisco Systems Inc. , the\biggest maker of equipment that directs data over the Internet,\on Tuesday said quarterly earnings rose 29 percent on stronger\demand for gear such as wireless networks and Internet\telephone equipment."
4,AMD digs into high growth markets with PIC,"AMD has teamed up with partners in India, Mexico and the Caribbean in an ambitious bid to equip half of the world #39;s population with internet connectivity and computing capabilities by 2015."
3,2 more US brokers fined for hyping stock,Two big US brokers have agreed to pay fines of USD100m to the market #39;s watchdog for hyping stock. They have agreed the fines with the Securities and Exchange Commission (SEC) for  quot;inappropriate analysis of stocks quot;.
2,A job well done _ Hartson,JOHN HARTSON admitted Celtic had gone out to frustrate Barcelona in last night #39;s Champions League clash at the Nou Camp. The Parkhead side earned a 1-1 draw with a backs-to-the-wall performance which keeps 
2,Sharapova Eases Through in Beijing," BEIJING (Reuters) - Wimbledon champion Maria Sharapova  demolished fellow Russian Tatiana Panova 6-1, 6-1 to advance to  the quarter-finals of the China Open on Wednesday."
3,"Samsung ousts Motorola from No.2 spot, but the profit margin &lt;b&gt;...&lt;/b&gt;","Samsung Electronics, Asias largest technology firm with a market cap of \$67 billion, outstripped Motorola ousting the American company from the No."
2,Spurs legend Nicholson dies at 84,"Tottenham #39;s legendary former manager Bill Nicholson, who inspired the London side to a famous league and cup double in 1961 has died at the age of 84, the club announced on its official website."
2,Can Warriors be Memphis West? 10-man rotation a possibility,"La Jolla , San Diego County -- Fittingly, a team expected to rely on its depth has plenty of backup when discussing its depth. Vice president Chris Mullin, general manager Rod Higgins and assistant coach Mario "
3,Conrad Black charged with fraud in US,"The Securities and Exchange Commission has filed filed civil fraud charges against both Lord Conrad Black and his former deputy at Hollinger International, David Radler."
2,Manchester United #39;s Keane faces assault charge,"Manchester United captain Roy Keane was charged with assault and criminal damage on Tuesday for a fight on September 4, police said."
1,Child suicides high in Shanghai,A recent study says that one-quarter of the youths in China's wealthiest city have considered taking their own lives.
3,A cost cutter takes over VW brand,"FRANKFURT Volkswagen, plucking a fallen star from a rival carmaker, announced Wednesday that Wolfgang Bernhard, a former DaimlerChrysler executive known for his cost-cutting skills and new-product flair, would take over its ailing flagship car brand."
1,Schilling Gets 20th As Red Sox Beat D-Rays,"BOSTON - Curt Schilling became the first 20-game winner in the major leagues this season, reaching the mark for the third time in four years and leading the Boston Red Sox to an 11-4 victory over the Tampa Bay Devil Rays on Thursday night.    Kevin Millar and Johnny Damon each homered and drove in four runs, and Boston moved within 3 1/2 games of the first-place New York Yankees in the AL East..."
3,Airbus shareholders OK A350,"Airbus has received approval from its shareholders, EADS and BAE Systems to begin making firm commercial offers to launch customers for two new members of its wide-body Family."
1,Old pro Torigian settles in to second act,"He has the look of Mr. Everyman in retirement. He wears slacks and a sweater, nothing formal, and welcomes a midday guest to his two-story Peabody house, nothing pretentious, though a comfortable step up from the three-decker of his youth. He relaxes on a couch and, pointing to the window, describes how he can walk easily to the homes of ..."
3,US Air Asks Court to End Labor Contracts,"US Airways asked a bankruptcy court yesterday to throw out contracts covering passenger service agents, flight attendants, mechanics and other workers and replace them with less-expensive ones."
2,"ROWNS 17, REDSKINS 13; Redskins 1-for-11 on third downs","Finally on the field, Lee Suggs got the Browns running in the right direction. Suggs, who missed the first three games with a neck injury, rushed for 82 yards and scored on a 3-yard run in the fourth quarter."
4,SpaceShipOne to launch again Monday,"com October 1, 2004, 11:39 AM PT. With the economy slowly turning up, upgrading hardware has been on businesses radar in the past 12 months as their number two priority."
3,"Judge orders chief operating officer Radler, 2 more, off Hollinger &lt;b&gt;...&lt;/b&gt;","TORONTO (CP) - An Ontario judge has ordered three directors removed from the board of Hollinger Inc., including Conrad Black #39;s wife, Barbara Amiel-Black, company co-chief operating officer David Radler and vice-president Jack Boultbee."
4,Perens hits out at Sun over OpenOffice,"Open source developers who contribute to OpenOffice should stop donating their code to Sun Microsystems, open source advocate Bruce Perens has urged."
2,Sutton deserves plenty of blame for Americans #39; woes,"BLOOMFIELD TOWNSHIP, Mich. - Hal Sutton certainly has the ball coach schtick down pat. He can recruit talent, chew players out, pat them on the back and toss out one-liners with the best of them."
2,Giants Clobber Astros 9-2 (AP),"AP - Barry Bonds praised his teammates for their clutch play while he's been busy walking all season, then watched them go out and do most of the work Tuesday night."
1,Deal on offshore revenue for Nfld. and N.S. could come next week (Canadian Press),"Canadian Press - ST. JOHN'S, Nfld. (CP) - Newfoundland is on the brink of an offshore revenue deal with Ottawa that could see the country's poorest province end its dependence on equalization payments in as little as three years, says Premier Danny Williams."
4,Study: Artic Ice Melt Accelerating,"The Arctic is warming almost twice as fast as the rest of the planet due to global warming, according to an eight-nation report compiled by 250 scientists."
1,France #39;s Chirac says UK won nothing from Bush support,LONDON: French President Jacques Chirac said in a newspaper interview yesterday that Britain has gained nothing from its support for the United States-led invasion of Iraq.
2,Gymnastics: Hamm relieved but bitter over medal fight,NEW YORK - Paul Hamm said he was relieved but had some bitter feelings after Thursday #39;s decision to let him keep his Olympic all-round gymnastics gold medal.
1,China Typhoon Death Toll Rises; 40 Missing (AP),"AP - China raised its official death toll from Typhoon Rananim to at least 147 on Monday, as villagers with farm tools dug through massive landslides searching for 40 people still missing."
2,Cowboys lead Washington 7-0 after first quarter,Eddie George scored on a 1-yard run with 4:01 left in the first quarter to give the Dallas Cowboys a 7-0 lead over the Washington Redskins on Monday night.
3,Update 2: Philippine Shares Close Lower,"Philippine shares finished lower Wednesday on selling triggered by a clutch of negative financial news and the steep fall of blue-chip Philippine Long Distance Telephone Co. #39;s American depositary receipts, traders said. "
4,Sun Microsystems Rolls Out Much-Awaited Solaris 10," SAN FRANCISCO (Reuters) - Sun Microsystems Inc. &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=SUNW.O qtype=sym infotype=info qcat=news""&gt;SUNW.O&lt;/A&gt; on  Sunday introduced the long-awaited next version of its  operating system, Solaris 10, which the network computer maker  is betting on to help bring itself back to sustained  profitability."
3,Asian oil prices drop further on expectations of a mild winter,"SINGAPORE : Crude oil prices slipped further in Asian trade on Tuesday as the market increasingly turned to the view that winter in the northern hemisphere will be mild, dealers said."
2,Runner appeals for gold,Brazilian marathon runner Vanderlei de Lima asked sport #39;s highest review panel to award him an Olympic gold medal after he was attacked by a spectator while leading the race at the Athens Games.
1,Polish vote of confidence looms,"WARSAW Struggling with high unemployment and opposition here to the war in Iraq, Poland #39;s minority leftist government, led by Marek Belka, on Thursday was trying to head off defeat in a vote of confidence by making last- minute deals to stay in power "
3,US Airways to seek temporary pay cuts,"ARLINGTON, Va. -- US Airways chief executive Bruce Lakefield said yesterday the airline would, as expected, ask a bankruptcy judge to impose temporary pay cuts on its union workers to conserve cash during the slow fall travel season."
4,Briefly: Sun makes financial pitch,"roundup Plus: PeopleSoft-Oracle trial delayed...IBM, Boeing team up for defense work...TI touts combo chip with VoIP, Wi-Fi...ContextWeb nabs \$3 million."
3,"Sprint to cut 700 jobs NEW YORK, Oct 15 (Reuters)","Sprint Corp. , said on Friday it plans to reduce by up to 700 jobs in its business solutions unit as it realigns its business to focus on wireless and Internet-based telecommunications offerings."
4,&lt;cite&gt;Register&lt;/cite&gt; restores ad service,&lt;strong&gt;Site Notice&lt;/strong&gt; Some rough figures
2,Casey opens war with America,"A slanging match, instigated by Paul Casey of Europe #39;s Ryder Cup team, continues to simmer here as teams from 24 countries prepare for the World Cup which starts today."
3,Dollar May Gain on Speculation Fed Will Raise Interest Rates,The dollar may rise for a second day against the euro in Asia on speculation Federal Reserve policy makers will raise the key interest rate in a meeting today and signal more increases to come.
1,Car Bomb Near U.S. Convoy in Ramadi Kills 2 Iraqis (Reuters),"Reuters - A car bomb exploded near a U.S.\convoy in the western city of Ramadi on Tuesday, killing two\civilians and wounding at least four, witnesses said."
3,America's Car-Mart's Diversity,The used-car retailer stabilizes results with an all-in-one strategy.
2,BASEBALL: JETS ARE FLYING,THIS weekend sees the  quot;other quot; showdown between New York and New England as the Jets and Patriots clash in a battle of the unbeaten teams.
4,Lower costs prompt internet boom,"LONDON - The number of newcomers to the internet in Britain has surged this year to its highest level since the dotcom heyday of 2001, according to a study."
1,World Briefs Column,"A family tug-of-war over whether to reveal Yasser Arafat #39;s cause of death bubbled over in public yesterday, with a brother of the late leader insisting the Palestinian people are entitled to know."
3,Dollar Is Calm Before Payrolls Storm, LONDON (Reuters) - The dollar shuttled in narrow ranges  against other major currencies on Friday as investors awaited  upcoming U.S. jobs data for clues on the future path of  interest rates.
1,Contentious race for power,"Cars circle the roundabout in the center of Ramallah in no particular order, and groups of young Palestinian men hang out on a steel structure in the middle."
4,South Asia Stares at Looming Water Crisis (Reuters),Reuters - It's been 10 years since farmer\Bhairu Singh saw water in the well on his rocky patch of land\in western India.
3,Holiday crackdown on unsafe drivers getting early start,"Alcohol-related auto accidents increase sharply during the holidays compared with other times in December, a study by the National Highway Traffic Safety Association shows."
3,Kiwi high flier faces fraud charges in US,"Expatriate New Zealander Stephen Richards, formerly global head of sales at Computer Associates in the US, has been indicted on charges of securities fraud conspiracy and obstruction of justice, along with former CA chief executive Sanjay Kumar."
3,GE to Buy SPX #39;s Fire-Detection Unit for \$1.4 Billion (Update2),General Electric Co. agreed to buy SPX Corp. #39;s Edwards Systems Technology business for about \$1.4 billion in cash to add fire detection and building safety systems to its three-year-old security systems unit.
2,Duquette denies report on Howe,"Partially out of necessity, Art Howe opts to ignore the newspapers that circulate throughout his neighborhood. As a result, he had to be briefed on a New York Daily News "
3,"AMP Turns to 1st-Half Profit After It Cut Debt, Costs (Update4)","Aug. 18 (Bloomberg) -- AMP Ltd., Australia #39;s largest life insurer, posted its first half of profit in four after Chief Executive Andrew Mohl reduced debt, cut costs and sold more equity investment products. The stock fell as much as 3.7 percent. "
2,ICC Champions Trophy: England to take on Windies at Oval,"LONDON, September 25 (Online): Host England and surprise package West Indies would meet in the final of ICC Championship Trophy in Oval on Saturday (today)."
2,"Green, Porter ejected before Steelers-Browns kick off",Pittsburgh Steelers linebacker Joey Porter and Cleveland Browns running back William Green were ejected before Sunday #39;s game for fighting during warmups.
1,Blair facing Iraq apology calls,The Conservatives are demanding Tony Blair apologises for the way he presented the intelligence about Iraq #39;s weapons of mass destruction.
4,Bells #39; video gamble,"com November 22, 2004, 4:00 AM PT. Wired  amp; Wireless continues its reign as the top IT priority among IT managers due to widespread IP telephony deployment and other network infrastructure upgrades."
4,DSL Leads the Broadband Boom (PC World),"PC World - High-speed Internet access is becoming more and more popular, study shows."
3,"Merck KGaA, Biomira Shares Gain on Cancer Study (Update1)","Shares of Biomira Inc., a Canadian drug developer, jumped 94 percent and Merck KGaA, Germany #39;s fourth-largest drugmaker, rose as much as 6.4 percent after the companies said data from "
2,Hamish Carter wins men #39;s triathlon,Hamish Carter of New Zealand clinched the gold medal for men #39;s triathlon at the 2004 Athens Olympic Games here Thursday. Carter won the three-discipline event at 1 hour 51 minutes and 7.73 seconds.
3,"Sprint, Nextel May Merge","With a combined 38.5 million customers, the new company formed by a Sprint and Nextel merger would move closer to frontrunner Cingular, which now has some 47 million customers following its "
1,"Stocks Rise on Drop in Oil, Fed Comments","NEW YORK - A drop in oil prices and reassuring words from the Federal Reserve sent stocks higher Monday, raising hopes that Wall Street would be able to extend its recent rally.    Investors were cheered by a dip in oil prices, which backed off the \$50 per barrel mark at Friday's close of trading..."
1,Second group claims bombing,"A PREVIOUSLY unheard of militant group claimed responsibility today for a car bombing outside the Baghdad offices of al-Arabiya TV that killed seven people, including five of the station #39;s Iraqi employees."
4,Terror Attacks Spur Israel Road Deaths Spike-Study (Reuters),"Reuters - Fatal attacks in Israel cause a\direct increase in the number of deadly traffic accidents --\but not until three days later, researchers said on Monday."
4,I Love iPod,"(CBS) Lets face it: I know I have a problem. A few years ago, I started converting all my music CDs into MP3 files (and AAC files for my iPod), and realize now that by any standard of sanity, Im clearly unwell."
4,Google Enhances Discussion Groups (AP),"AP - Google Inc. is improving on the discussions its popular Web site hosts, hoping the upgrades will spur more online banter and make its market-leading search engine a richer destination."
3,Asset Prices Drift in Thin European Trade, LONDON (Reuters) - Asset prices drifted sideways in Europe  Monday as a public holiday in the UK kept London closed and  sucked liquidity from the region's markets.
2,Everton stand firm over striker bids,EVERTON showed they would not be bullied into selling Wayne Rooney last night by rejecting a 23.5million bid from Newcastle - as Manchester United gamble on Goodison #39;s resolve to keep the striker.
3,Yahoo Extends Microsoft Ad Deal," NEW YORK (Reuters) - Yahoo Inc. has agreed to extend its  deal to place advertisements on Microsoft Corp.'s MSN sites in  the United States and overseas by one year through June 2006,  Yahoo said on Thursday."
3,Tomball City Council approves budget,Tomball City Council approved a \$40.5 million budget Tuesday that entails utility rate hikes and pay raises but no increase in the property tax rate.
4,Intel Takes Stake In WiMax Startup,"NEW YORK - Chipmaker Intel today threw more weight behind the developing wireless broadband data standard known as WiMax by taking a stake in Clearwire, a wireless startup led by billionaire Craig McCaw 240699."
